SYMBOL,INTERVAL NO. 1,INTERVAL NO. 2,INTERVAL NO. 3,INTERVAL NO. 4,INTERVAL NO. 5,INTERVAL NO. 6,INTERVAL NO. 7,INTERVAL NO. 8,INTERVAL NO. 9,INTERVAL NO. 10,MAX FREQ.
BALRAMCHIN,"(63.0, 68.8, 1004)","(68.8, 74.6, 624)","(74.6, 80.4, 634)","(80.4, 86.2, 507)","(86.2, 92.0, 572)","(92.0, 97.8, 101)","(97.8, 103.6, 30)","(103.6, 109.4, 99)","(109.4, 115.2, 36)","(115.2, 121.0, 151)","(63.0, 68.8, 151)"
BANARBEADS,"(54.0, 55.4, 9)","(55.4, 56.8, 18)","(56.8, 58.2, 109)","(58.2, 59.6, 124)","(59.6, 61.0, 102)","(61.0, 62.4, 113)","(62.4, 63.8, 50)","(63.8, 65.2, 29)","(65.2, 66.6, 7)","(66.6, 68.0, 3)","(58.2, 59.6, 3)"
BANARISUG,"(1597.0, 1627.3, 221)","(1627.3, 1657.6, 64)","(1657.6, 1687.9, 115)","(1687.9, 1718.2, 173)","(1718.2, 1748.5, 63)","(1748.5, 1778.8, 30)","(1778.8, 1809.1, 56)","(1809.1, 1839.4, 66)","(1839.4, 1869.7, 57)","(1869.7, 1900.0, 12)","(1597.0, 1627.3, 12)"
BANCOINDIA,"(211.0, 214.8, 252)","(214.8, 218.6, 614)","(218.6, 222.4, 595)","(222.4, 226.2, 662)","(226.2, 230.0, 547)","(230.0, 233.8, 394)","(233.8, 237.6, 295)","(237.6, 241.4, 50)","(241.4, 245.2, 70)","(245.2, 249.0, 5)","(222.4, 226.2, 5)"
BANDHANBNK,"(463.0, 470.8, 42)","(470.8, 478.6, 143)","(478.6, 486.4, 294)","(486.4, 494.2, 352)","(494.2, 502.0, 430)","(502.0, 509.8, 456)","(509.8, 517.6, 357)","(517.6, 525.4, 128)","(525.4, 533.2, 79)","(533.2, 541.0, 118)","(502.0, 509.8, 118)"
BANG,"(23.0, 24.6, 46)","(24.6, 26.2, 68)","(26.2, 27.8, 74)","(27.8, 29.4, 104)","(29.4, 31.0, 95)","(31.0, 32.6, 70)","(32.6, 34.2, 108)","(34.2, 35.8, 130)","(35.8, 37.4, 225)","(37.4, 39.0, 18)","(35.8, 37.4, 18)"
BANKBARODA,"(128.0, 130.8, 67)","(130.8, 133.6, 284)","(133.6, 136.4, 307)","(136.4, 139.2, 288)","(139.2, 142.0, 505)","(142.0, 144.8, 1094)","(144.8, 147.6, 572)","(147.6, 150.4, 259)","(150.4, 153.2, 310)","(153.2, 156.0, 75)","(142.0, 144.8, 75)"
BANKINDIA,"(92.0, 94.7, 45)","(94.7, 97.4, 94)","(97.4, 100.1, 486)","(100.1, 102.8, 822)","(102.8, 105.5, 909)","(105.5, 108.2, 316)","(108.2, 110.9, 382)","(110.9, 113.6, 419)","(113.6, 116.3, 239)","(116.3, 119.0, 48)","(102.8, 105.5, 48)"
BANSWRAS,"(96.0, 98.1, 80)","(98.1, 100.2, 228)","(100.2, 102.3, 236)","(102.3, 104.4, 365)","(104.4, 106.5, 193)","(106.5, 108.6, 108)","(108.6, 110.7, 62)","(110.7, 112.8, 78)","(112.8, 114.9, 71)","(114.9, 117.0, 14)","(102.3, 104.4, 14)"
BARTRONICS,"(9.0, 9.9, 150)","(9.9, 10.8, 434)","(10.8, 11.7, 331)","(11.7, 12.6, 451)","(12.6, 13.5, 351)","(13.5, 14.4, 202)","(14.4, 15.3, 96)","(15.3, 16.2, 114)","(16.2, 17.1, 57)","(17.1, 18.0, 1)","(11.7, 12.6, 1)"
BASF,"(1917.0, 1946.8, 258)","(1946.8, 1976.6, 229)","(1976.6, 2006.4, 715)","(2006.4, 2036.2, 651)","(2036.2, 2066.0, 518)","(2066.0, 2095.8, 402)","(2095.8, 2125.6, 217)","(2125.6, 2155.4, 200)","(2155.4, 2185.2, 169)","(2185.2, 2215.0, 35)","(1976.6, 2006.4, 35)"
BASML,"(225.0, 231.5, 45)","(231.5, 238.0, 104)","(238.0, 244.5, 137)","(244.5, 251.0, 144)","(251.0, 257.5, 76)","(257.5, 264.0, 41)","(264.0, 270.5, 92)","(270.5, 277.0, 33)","(277.0, 283.5, 47)","(283.5, 290.0, 11)","(244.5, 251.0, 11)"
BATAINDIA,"(676.0, 690.1, 102)","(690.1, 704.2, 158)","(704.2, 718.3, 711)","(718.3, 732.4, 319)","(732.4, 746.5, 289)","(746.5, 760.6, 101)","(760.6, 774.7, 630)","(774.7, 788.8, 882)","(788.8, 802.9, 456)","(802.9, 817.0, 108)","(774.7, 788.8, 108)"
BAYERCROP,"(3778.0, 3874.6, 314)","(3874.6, 3971.2, 112)","(3971.2, 4067.8, 86)","(4067.8, 4164.4, 569)","(4164.4, 4261.0, 211)","(4261.0, 4357.6, 388)","(4357.6, 4454.2, 613)","(4454.2, 4550.8, 354)","(4550.8, 4647.4, 396)","(4647.4, 4744.0, 265)","(4357.6, 4454.2, 265)"
BBL,"(1421.0, 1457.9, 52)","(1457.9, 1494.8, 155)","(1494.8, 1531.7, 219)","(1531.7, 1568.6, 576)","(1568.6, 1605.5, 700)","(1605.5, 1642.4, 658)","(1642.4, 1679.3, 540)","(1679.3, 1716.2, 348)","(1716.2, 1753.1, 169)","(1753.1, 1790.0, 19)","(1568.6, 1605.5, 19)"
BBTC,"(1087.0, 1143.8, 150)","(1143.8, 1200.6, 404)","(1200.6, 1257.4, 398)","(1257.4, 1314.2, 754)","(1314.2, 1371.0, 361)","(1371.0, 1427.8, 290)","(1427.8, 1484.6, 193)","(1484.6, 1541.4, 280)","(1541.4, 1598.2, 648)","(1598.2, 1655.0, 278)","(1257.4, 1314.2, 278)"
BDL,"(369.0, 374.3, 4)","(374.3, 379.6, 87)","(379.6, 384.9, 119)","(384.9, 390.2, 686)","(390.2, 395.5, 540)","(395.5, 400.8, 234)","(400.8, 406.1, 408)","(406.1, 411.4, 242)","(411.4, 416.7, 173)","(416.7, 422.0, 43)","(384.9, 390.2, 43)"
BEARDSELL,"(46.0, 47.4, 48)","(47.4, 48.8, 96)","(48.8, 50.2, 67)","(50.2, 51.6, 62)","(51.6, 53.0, 144)","(53.0, 54.4, 162)","(54.4, 55.8, 83)","(55.8, 57.2, 39)","(57.2, 58.6, 5)","(58.6, 60.0, 4)","(53.0, 54.4, 4)"
BEDMUTHA,"(14.0, 15.8, 41)","(15.8, 17.6, 393)","(17.6, 19.4, 317)","(19.4, 21.2, 327)","(21.2, 23.0, 234)","(23.0, 24.8, 240)","(24.8, 26.6, 166)","(26.6, 28.4, 117)","(28.4, 30.2, 64)","(30.2, 32.0, 25)","(15.8, 17.6, 25)"
BEL,"(124.0, 127.4, 78)","(127.4, 130.8, 317)","(130.8, 134.2, 646)","(134.2, 137.6, 210)","(137.6, 141.0, 314)","(141.0, 144.4, 349)","(144.4, 147.8, 765)","(147.8, 151.2, 566)","(151.2, 154.6, 420)","(154.6, 158.0, 90)","(144.4, 147.8, 90)"
BEML,"(983.0, 1026.6, 215)","(1026.6, 1070.2, 1005)","(1070.2, 1113.8, 1039)","(1113.8, 1157.4, 1031)","(1157.4, 1201.0, 84)","(1201.0, 1244.6, 235)","(1244.6, 1288.2, 80)","(1288.2, 1331.8, 62)","(1331.8, 1375.4, 5)","(1375.4, 1419.0, 1)","(1070.2, 1113.8, 1)"
BEPL,"(157.0, 163.8, 349)","(163.8, 170.6, 773)","(170.6, 177.4, 639)","(177.4, 184.2, 390)","(184.2, 191.0, 199)","(191.0, 197.8, 289)","(197.8, 204.6, 507)","(204.6, 211.4, 253)","(211.4, 218.2, 341)","(218.2, 225.0, 10)","(163.8, 170.6, 10)"
BERGEPAINT,"(238.0, 243.0, 371)","(243.0, 248.0, 677)","(248.0, 253.0, 363)","(253.0, 258.0, 128)","(258.0, 263.0, 288)","(263.0, 268.0, 651)","(268.0, 273.0, 558)","(273.0, 278.0, 376)","(278.0, 283.0, 246)","(283.0, 288.0, 95)","(243.0, 248.0, 95)"
BFINVEST,"(257.0, 268.7, 120)","(268.7, 280.4, 74)","(280.4, 292.1, 582)","(292.1, 303.8, 1214)","(303.8, 315.5, 491)","(315.5, 327.2, 274)","(327.2, 338.9, 429)","(338.9, 350.6, 296)","(350.6, 362.3, 119)","(362.3, 374.0, 44)","(292.1, 303.8, 44)"
BFUTILITIE,"(361.0, 369.8, 80)","(369.8, 378.6, 80)","(378.6, 387.4, 93)","(387.4, 396.2, 363)","(396.2, 405.0, 1045)","(405.0, 413.8, 956)","(413.8, 422.6, 575)","(422.6, 431.4, 255)","(431.4, 440.2, 112)","(440.2, 449.0, 194)","(396.2, 405.0, 194)"
BGLOBAL,"(4.0, 4.2, 35)","(4.2, 4.4, 45)","(4.4, 4.6, 92)","(4.6, 4.8, 108)","(4.8, 5.0, 136)","(5.0, 5.2, 178)","(5.2, 5.4, 99)","(5.4, 5.6, 21)","(5.6, 5.8, 12)","(5.8, 6.0, 0)","(5.0, 5.2, 0)"
BGRENERGY,"(99.0, 101.1, 98)","(101.1, 103.2, 223)","(103.2, 105.3, 363)","(105.3, 107.4, 1133)","(107.4, 109.5, 818)","(109.5, 111.6, 469)","(111.6, 113.7, 150)","(113.7, 115.8, 29)","(115.8, 117.9, 224)","(117.9, 120.0, 26)","(105.3, 107.4, 26)"
BHAGERIA,"(267.0, 276.8, 157)","(276.8, 286.6, 414)","(286.6, 296.4, 807)","(296.4, 306.2, 389)","(306.2, 316.0, 486)","(316.0, 325.8, 370)","(325.8, 335.6, 114)","(335.6, 345.4, 268)","(345.4, 355.2, 95)","(355.2, 365.0, 8)","(286.6, 296.4, 8)"
BHAGYANGR,"(41.0, 43.0, 80)","(43.0, 45.0, 1009)","(45.0, 47.0, 652)","(47.0, 49.0, 778)","(49.0, 51.0, 435)","(51.0, 53.0, 238)","(53.0, 55.0, 127)","(55.0, 57.0, 80)","(57.0, 59.0, 33)","(59.0, 61.0, 2)","(43.0, 45.0, 2)"
BHAGYAPROP,"(16.0, 18.1, 37)","(18.1, 20.2, 157)","(20.2, 22.3, 205)","(22.3, 24.4, 146)","(24.4, 26.5, 166)","(26.5, 28.6, 66)","(28.6, 30.7, 24)","(30.7, 32.8, 27)","(32.8, 34.9, 74)","(34.9, 37.0, 49)","(20.2, 22.3, 49)"
BHANDARI,"(2.0, 2.2, 0)","(2.2, 2.4, 0)","(2.4, 2.6, 16)","(2.6, 2.8, 227)","(2.8, 3.0, 557)","(3.0, 3.2, 574)","(3.2, 3.4, 695)","(3.4, 3.6, 156)","(3.6, 3.8, 0)","(3.8, 4.0, 0)","(3.2, 3.4, 0)"
BHARATFIN,"(1013.0, 1028.9, 131)","(1028.9, 1044.8, 326)","(1044.8, 1060.7, 242)","(1060.7, 1076.6, 443)","(1076.6, 1092.5, 259)","(1092.5, 1108.4, 134)","(1108.4, 1124.3, 371)","(1124.3, 1140.2, 342)","(1140.2, 1156.1, 1216)","(1156.1, 1172.0, 289)","(1140.2, 1156.1, 289)"
BHARATFORG,"(679.0, 690.9, 82)","(690.9, 702.8, 228)","(702.8, 714.7, 319)","(714.7, 726.6, 347)","(726.6, 738.5, 879)","(738.5, 750.4, 833)","(750.4, 762.3, 442)","(762.3, 774.2, 376)","(774.2, 786.1, 168)","(786.1, 798.0, 83)","(726.6, 738.5, 83)"
BHARATGEAR,"(163.0, 166.4, 47)","(166.4, 169.8, 76)","(169.8, 173.2, 391)","(173.2, 176.6, 515)","(176.6, 180.0, 202)","(180.0, 183.4, 421)","(183.4, 186.8, 767)","(186.8, 190.2, 447)","(190.2, 193.6, 185)","(193.6, 197.0, 41)","(183.4, 186.8, 41)"
BHARATIDIL,"(4.0, 4.4, 0)","(4.4, 4.8, 88)","(4.8, 5.2, 371)","(5.2, 5.6, 374)","(5.6, 6.0, 157)","(6.0, 6.4, 25)","(6.4, 6.8, 85)","(6.8, 7.2, 23)","(7.2, 7.6, 0)","(7.6, 8.0, 0)","(5.2, 5.6, 0)"
BHARATRAS,"(4220.0, 4508.3, 779)","(4508.3, 4796.6, 409)","(4796.6, 5084.9, 263)","(5084.9, 5373.2, 96)","(5373.2, 5661.5, 281)","(5661.5, 5949.8, 127)","(5949.8, 6238.1, 179)","(6238.1, 6526.4, 237)","(6526.4, 6814.7, 132)","(6814.7, 7103.0, 38)","(4220.0, 4508.3, 38)"
BHARATWIRE,"(102.0, 105.4, 71)","(105.4, 108.8, 62)","(108.8, 112.2, 207)","(112.2, 115.6, 316)","(115.6, 119.0, 733)","(119.0, 122.4, 746)","(122.4, 125.8, 337)","(125.8, 129.2, 217)","(129.2, 132.6, 144)","(132.6, 136.0, 38)","(119.0, 122.4, 38)"
BHARTIARTL,"(375.0, 381.2, 295)","(381.2, 387.4, 373)","(387.4, 393.6, 222)","(393.6, 399.8, 494)","(399.8, 406.0, 642)","(406.0, 412.2, 660)","(412.2, 418.4, 358)","(418.4, 424.6, 475)","(424.6, 430.8, 150)","(430.8, 437.0, 93)","(406.0, 412.2, 93)"
BHEL,"(77.0, 78.5, 11)","(78.5, 80.0, 42)","(80.0, 81.5, 191)","(81.5, 83.0, 390)","(83.0, 84.5, 441)","(84.5, 86.0, 353)","(86.0, 87.5, 846)","(87.5, 89.0, 766)","(89.0, 90.5, 488)","(90.5, 92.0, 226)","(86.0, 87.5, 226)"
BHUSANSTL,"(21.0, 23.8, 349)","(23.8, 26.6, 353)","(26.6, 29.4, 229)","(29.4, 32.2, 114)","(32.2, 35.0, 74)","(35.0, 37.8, 79)","(37.8, 40.6, 334)","(40.6, 43.4, 1051)","(43.4, 46.2, 905)","(46.2, 49.0, 263)","(40.6, 43.4, 263)"
BIGBLOC,"(157.0, 160.6, 12)","(160.6, 164.2, 92)","(164.2, 167.8, 790)","(167.8, 171.4, 607)","(171.4, 175.0, 688)","(175.0, 178.6, 408)","(178.6, 182.2, 151)","(182.2, 185.8, 129)","(185.8, 189.4, 52)","(189.4, 193.0, 4)","(164.2, 167.8, 4)"
BIL,"(390.0, 394.1, 49)","(394.1, 398.2, 94)","(398.2, 402.3, 173)","(402.3, 406.4, 306)","(406.4, 410.5, 248)","(410.5, 414.6, 124)","(414.6, 418.7, 58)","(418.7, 422.8, 52)","(422.8, 426.9, 26)","(426.9, 431.0, 19)","(402.3, 406.4, 19)"
BILENERGY,"(0.0, 0.2, 0)","(0.2, 0.4, 0)","(0.4, 0.6, 49)","(0.6, 0.8, 1262)","(0.8, 1.0, 408)","(1.0, 1.2, 420)","(1.2, 1.4, 20)","(1.4, 1.6, 0)","(1.6, 1.8, 0)","(1.8, 2.0, 0)","(0.6, 0.8, 0)"
BILPOWER,"(1.0, 1.1, 0)","(1.1, 1.2, 0)","(1.2, 1.3, 0)","(1.3, 1.4, 0)","(1.4, 1.5, 7)","(1.5, 1.6, 15)","(1.6, 1.7, 7)","(1.7, 1.8, 9)","(1.8, 1.9, 17)","(1.9, 2.0, 1)","(1.8, 1.9, 1)"
BINANIIND,"(83.0, 86.5, 275)","(86.5, 90.0, 543)","(90.0, 93.5, 387)","(93.5, 97.0, 451)","(97.0, 100.5, 891)","(100.5, 104.0, 336)","(104.0, 107.5, 243)","(107.5, 111.0, 73)","(111.0, 114.5, 76)","(114.5, 118.0, 64)","(97.0, 100.5, 64)"
BINDALAGRO,"(24.0, 24.7, 0)","(24.7, 25.4, 103)","(25.4, 26.1, 109)","(26.1, 26.8, 120)","(26.8, 27.5, 287)","(27.5, 28.2, 387)","(28.2, 28.9, 430)","(28.9, 29.6, 528)","(29.6, 30.3, 303)","(30.3, 31.0, 21)","(28.9, 29.6, 21)"
BIOCON,"(562.0, 573.6, 122)","(573.6, 585.2, 284)","(585.2, 596.8, 305)","(596.8, 608.4, 667)","(608.4, 620.0, 345)","(620.0, 631.6, 1088)","(631.6, 643.2, 478)","(643.2, 654.8, 115)","(654.8, 666.4, 303)","(666.4, 678.0, 49)","(620.0, 631.6, 49)"
BIOFILCHEM,"(12.0, 12.5, 0)","(12.5, 13.0, 3)","(13.0, 13.5, 10)","(13.5, 14.0, 42)","(14.0, 14.5, 81)","(14.5, 15.0, 117)","(15.0, 15.5, 85)","(15.5, 16.0, 22)","(16.0, 16.5, 4)","(16.5, 17.0, 2)","(14.5, 15.0, 2)"
BIRLACABLE,"(56.0, 60.7, 199)","(60.7, 65.4, 592)","(65.4, 70.1, 182)","(70.1, 74.8, 234)","(74.8, 79.5, 322)","(79.5, 84.2, 340)","(84.2, 88.9, 228)","(88.9, 93.6, 275)","(93.6, 98.3, 188)","(98.3, 103.0, 37)","(60.7, 65.4, 37)"
BIRLACORPN,"(687.0, 710.1, 123)","(710.1, 733.2, 315)","(733.2, 756.3, 1176)","(756.3, 779.4, 943)","(779.4, 802.5, 472)","(802.5, 825.6, 241)","(825.6, 848.7, 46)","(848.7, 871.8, 55)","(871.8, 894.9, 41)","(894.9, 918.0, 249)","(733.2, 756.3, 249)"
BIRLAMONEY,"(50.0, 54.4, 182)","(54.4, 58.8, 134)","(58.8, 63.2, 509)","(63.2, 67.6, 674)","(67.6, 72.0, 511)","(72.0, 76.4, 892)","(76.4, 80.8, 336)","(80.8, 85.2, 206)","(85.2, 89.6, 67)","(89.6, 94.0, 2)","(72.0, 76.4, 2)"
BKMINDST,"(26.0, 27.0, 2)","(27.0, 28.0, 136)","(28.0, 29.0, 136)","(29.0, 30.0, 319)","(30.0, 31.0, 332)","(31.0, 32.0, 140)","(32.0, 33.0, 61)","(33.0, 34.0, 18)","(34.0, 35.0, 62)","(35.0, 36.0, 24)","(30.0, 31.0, 24)"
BLBLIMITED,"(4.0, 4.6, 0)","(4.6, 5.2, 60)","(5.2, 5.8, 149)","(5.8, 6.4, 24)","(6.4, 7.0, 22)","(7.0, 7.6, 34)","(7.6, 8.2, 101)","(8.2, 8.8, 78)","(8.8, 9.4, 19)","(9.4, 10.0, 9)","(5.2, 5.8, 9)"
BLISSGVS,"(180.0, 183.6, 255)","(183.6, 187.2, 234)","(187.2, 190.8, 131)","(190.8, 194.4, 109)","(194.4, 198.0, 440)","(198.0, 201.6, 687)","(201.6, 205.2, 1364)","(205.2, 208.8, 349)","(208.8, 212.4, 34)","(212.4, 216.0, 12)","(201.6, 205.2, 12)"
BLKASHYAP,"(34.0, 35.8, 13)","(35.8, 37.6, 175)","(37.6, 39.4, 374)","(39.4, 41.2, 373)","(41.2, 43.0, 455)","(43.0, 44.8, 588)","(44.8, 46.6, 472)","(46.6, 48.4, 727)","(48.4, 50.2, 293)","(50.2, 52.0, 62)","(46.6, 48.4, 62)"
BLS,"(115.0, 121.2, 291)","(121.2, 127.4, 124)","(127.4, 133.6, 146)","(133.6, 139.8, 796)","(139.8, 146.0, 685)","(146.0, 152.2, 640)","(152.2, 158.4, 502)","(158.4, 164.6, 288)","(164.6, 170.8, 109)","(170.8, 177.0, 128)","(133.6, 139.8, 128)"
BLUEBLENDS,"(13.0, 14.3, 2)","(14.3, 15.6, 44)","(15.6, 16.9, 193)","(16.9, 18.2, 118)","(18.2, 19.5, 295)","(19.5, 20.8, 303)","(20.8, 22.1, 268)","(22.1, 23.4, 97)","(23.4, 24.7, 12)","(24.7, 26.0, 88)","(19.5, 20.8, 88)"
BLUECHIP,"(0.0, 0.1, 26)","(0.1, 0.2, 14)","(0.2, 0.3, 33)","(0.3, 0.4, 7)","(0.4, 0.5, 0)","(0.5, 0.6, 0)","(0.6, 0.7, 0)","(0.7, 0.8, 0)","(0.8, 0.9, 0)","(0.9, 1.0, 0)","(0.2, 0.3, 0)"
BLUECOAST,"(77.0, 79.9, 3)","(79.9, 82.8, 1)","(82.8, 85.7, 8)","(85.7, 88.6, 4)","(88.6, 91.5, 11)","(91.5, 94.4, 0)","(94.4, 97.3, 4)","(97.3, 100.2, 0)","(100.2, 103.1, 1)","(103.1, 106.0, 0)","(88.6, 91.5, 0)"
BLUEDART,"(3308.0, 3413.8, 82)","(3413.8, 3519.6, 85)","(3519.6, 3625.4, 296)","(3625.4, 3731.2, 226)","(3731.2, 3837.0, 1201)","(3837.0, 3942.8, 439)","(3942.8, 4048.6, 248)","(4048.6, 4154.4, 103)","(4154.4, 4260.2, 372)","(4260.2, 4366.0, 226)","(3731.2, 3837.0, 226)"
BLUESTARCO,"(721.0, 733.3, 36)","(733.3, 745.6, 77)","(745.6, 757.9, 120)","(757.9, 770.2, 366)","(770.2, 782.5, 494)","(782.5, 794.8, 1095)","(794.8, 807.1, 1280)","(807.1, 819.4, 230)","(819.4, 831.7, 10)","(831.7, 844.0, 1)","(794.8, 807.1, 1)"
BODALCHEM,"(110.0, 113.4, 317)","(113.4, 116.8, 268)","(116.8, 120.2, 496)","(120.2, 123.6, 175)","(123.6, 127.0, 587)","(127.0, 130.4, 617)","(130.4, 133.8, 644)","(133.8, 137.2, 239)","(137.2, 140.6, 345)","(140.6, 144.0, 65)","(130.4, 133.8, 65)"
BOMDYEING,"(235.0, 243.7, 418)","(243.7, 252.4, 687)","(252.4, 261.1, 701)","(261.1, 269.8, 591)","(269.8, 278.5, 234)","(278.5, 287.2, 391)","(287.2, 295.9, 233)","(295.9, 304.6, 131)","(304.6, 313.3, 265)","(313.3, 322.0, 109)","(252.4, 261.1, 109)"
BOSCHLTD,"(17012.0, 17340.6, 138)","(17340.6, 17669.2, 195)","(17669.2, 17997.8, 349)","(17997.8, 18326.4, 473)","(18326.4, 18655.0, 333)","(18655.0, 18983.6, 414)","(18983.6, 19312.2, 104)","(19312.2, 19640.8, 1018)","(19640.8, 19969.4, 541)","(19969.4, 20298.0, 174)","(19312.2, 19640.8, 174)"
BPCL,"(371.0, 380.7, 375)","(380.7, 390.4, 600)","(390.4, 400.1, 227)","(400.1, 409.8, 411)","(409.8, 419.5, 324)","(419.5, 429.2, 537)","(429.2, 438.9, 437)","(438.9, 448.6, 495)","(448.6, 458.3, 144)","(458.3, 468.0, 213)","(380.7, 390.4, 213)"
BPL,"(70.0, 72.4, 250)","(72.4, 74.8, 267)","(74.8, 77.2, 289)","(77.2, 79.6, 357)","(79.6, 82.0, 511)","(82.0, 84.4, 825)","(84.4, 86.8, 567)","(86.8, 89.2, 309)","(89.2, 91.6, 188)","(91.6, 94.0, 148)","(82.0, 84.4, 148)"
BRFL,"(19.0, 23.3, 432)","(23.3, 27.6, 335)","(27.6, 31.9, 212)","(31.9, 36.2, 179)","(36.2, 40.5, 793)","(40.5, 44.8, 287)","(44.8, 49.1, 560)","(49.1, 53.4, 298)","(53.4, 57.7, 88)","(57.7, 62.0, 285)","(36.2, 40.5, 285)"
BRIGADE,"(245.0, 251.3, 520)","(251.3, 257.6, 496)","(257.6, 263.9, 559)","(263.9, 270.2, 702)","(270.2, 276.5, 806)","(276.5, 282.8, 247)","(282.8, 289.1, 207)","(289.1, 295.4, 8)","(295.4, 301.7, 3)","(301.7, 308.0, 1)","(270.2, 276.5, 1)"
BRITANNIA,"(4812.0, 4887.4, 984)","(4887.4, 4962.8, 406)","(4962.8, 5038.2, 200)","(5038.2, 5113.6, 291)","(5113.6, 5189.0, 307)","(5189.0, 5264.4, 84)","(5264.4, 5339.8, 210)","(5339.8, 5415.2, 683)","(5415.2, 5490.6, 448)","(5490.6, 5566.0, 139)","(4812.0, 4887.4, 139)"
BRNL,"(170.0, 172.8, 3)","(172.8, 175.6, 111)","(175.6, 178.4, 158)","(178.4, 181.2, 625)","(181.2, 184.0, 378)","(184.0, 186.8, 192)","(186.8, 189.6, 190)","(189.6, 192.4, 168)","(192.4, 195.2, 23)","(195.2, 198.0, 0)","(178.4, 181.2, 0)"
BROOKS,"(79.0, 83.4, 315)","(83.4, 87.8, 867)","(87.8, 92.2, 750)","(92.2, 96.6, 209)","(96.6, 101.0, 309)","(101.0, 105.4, 174)","(105.4, 109.8, 206)","(109.8, 114.2, 132)","(114.2, 118.6, 39)","(118.6, 123.0, 63)","(83.4, 87.8, 63)"
BSE,"(729.0, 740.0, 183)","(740.0, 751.0, 71)","(751.0, 762.0, 95)","(762.0, 773.0, 308)","(773.0, 784.0, 247)","(784.0, 795.0, 251)","(795.0, 806.0, 529)","(806.0, 817.0, 742)","(817.0, 828.0, 1134)","(828.0, 839.0, 192)","(817.0, 828.0, 192)"
BSELINFRA,"(3.0, 3.2, 0)","(3.2, 3.4, 0)","(3.4, 3.6, 1)","(3.6, 3.8, 157)","(3.8, 4.0, 404)","(4.0, 4.2, 534)","(4.2, 4.4, 495)","(4.4, 4.6, 176)","(4.6, 4.8, 125)","(4.8, 5.0, 1)","(4.0, 4.2, 1)"
BSL,"(49.0, 51.7, 48)","(51.7, 54.4, 84)","(54.4, 57.1, 124)","(57.1, 59.8, 78)","(59.8, 62.5, 363)","(62.5, 65.2, 476)","(65.2, 67.9, 363)","(67.9, 70.6, 113)","(70.6, 73.3, 216)","(73.3, 76.0, 100)","(62.5, 65.2, 100)"
BSLIMITED,"(0.0, 0.2, 0)","(0.2, 0.4, 0)","(0.4, 0.6, 0)","(0.6, 0.8, 199)","(0.8, 1.0, 374)","(1.0, 1.2, 434)","(1.2, 1.4, 295)","(1.4, 1.6, 0)","(1.6, 1.8, 0)","(1.8, 2.0, 0)","(1.0, 1.2, 0)"
BURNPUR,"(6.0, 6.6, 43)","(6.6, 7.2, 129)","(7.2, 7.8, 651)","(7.8, 8.4, 533)","(8.4, 9.0, 691)","(9.0, 9.6, 247)","(9.6, 10.2, 326)","(10.2, 10.8, 95)","(10.8, 11.4, 166)","(11.4, 12.0, 18)","(8.4, 9.0, 18)"
BUTTERFLY,"(468.0, 480.7, 115)","(480.7, 493.4, 394)","(493.4, 506.1, 467)","(506.1, 518.8, 1333)","(518.8, 531.5, 406)","(531.5, 544.2, 140)","(544.2, 556.9, 124)","(556.9, 569.6, 39)","(569.6, 582.3, 8)","(582.3, 595.0, 1)","(506.1, 518.8, 1)"
BVCL,"(23.0, 23.9, 8)","(23.9, 24.8, 9)","(24.8, 25.7, 7)","(25.7, 26.6, 19)","(26.6, 27.5, 56)","(27.5, 28.4, 85)","(28.4, 29.3, 155)","(29.3, 30.2, 70)","(30.2, 31.1, 39)","(31.1, 32.0, 3)","(28.4, 29.3, 3)"
BYKE,"(159.0, 163.6, 345)","(163.6, 168.2, 426)","(168.2, 172.8, 517)","(172.8, 177.4, 26)","(177.4, 182.0, 66)","(182.0, 186.6, 431)","(186.6, 191.2, 372)","(191.2, 195.8, 503)","(195.8, 200.4, 152)","(200.4, 205.0, 225)","(168.2, 172.8, 225)"
CADILAHC,"(366.0, 371.1, 64)","(371.1, 376.2, 58)","(376.2, 381.3, 287)","(381.3, 386.4, 596)","(386.4, 391.5, 886)","(391.5, 396.6, 1041)","(396.6, 401.7, 207)","(401.7, 406.8, 302)","(406.8, 411.9, 264)","(411.9, 417.0, 51)","(391.5, 396.6, 51)"
CALSOFT,"(28.0, 31.4, 93)","(31.4, 34.8, 103)","(34.8, 38.2, 380)","(38.2, 41.6, 212)","(41.6, 45.0, 402)","(45.0, 48.4, 125)","(48.4, 51.8, 105)","(51.8, 55.2, 46)","(55.2, 58.6, 48)","(58.6, 62.0, 85)","(41.6, 45.0, 85)"
CALSOFT,"(28.0, 31.4, 93)","(31.4, 34.8, 103)","(34.8, 38.2, 380)","(38.2, 41.6, 212)","(41.6, 45.0, 402)","(45.0, 48.4, 125)","(48.4, 51.8, 105)","(51.8, 55.2, 46)","(55.2, 58.6, 48)","(58.6, 62.0, 85)","(41.6, 45.0, 85)"
CAMLINFINE,"(92.0, 95.1, 68)","(95.1, 98.2, 213)","(98.2, 101.3, 142)","(101.3, 104.4, 440)","(104.4, 107.5, 1039)","(107.5, 110.6, 1086)","(110.6, 113.7, 401)","(113.7, 116.8, 139)","(116.8, 119.9, 131)","(119.9, 123.0, 65)","(107.5, 110.6, 65)"
