SYMBOL,INTERVAL NO. 1,INTERVAL NO. 2,INTERVAL NO. 3,INTERVAL NO. 4,INTERVAL NO. 5,INTERVAL NO. 6,INTERVAL NO. 7,INTERVAL NO. 8,INTERVAL NO. 9,INTERVAL NO. 10,MAX FREQ.
CRISIL,"(1700.0, 1728.9, 98)","(1728.9, 1757.8, 11)","(1757.8, 1786.7, 243)","(1786.7, 1815.6, 324)","(1815.6, 1844.5, 109)","(1844.5, 1873.4, 217)","(1873.4, 1902.3, 490)","(1902.3, 1931.2, 469)","(1931.2, 1960.1, 1270)","(1960.1, 1989.0, 348)","(1931.2, 1960.1, 1270)"
CADILAHC,"(366.0, 371.1, 64)","(371.1, 376.2, 58)","(376.2, 381.3, 306)","(381.3, 386.4, 704)","(386.4, 391.5, 897)","(391.5, 396.6, 1021)","(396.6, 401.7, 197)","(401.7, 406.8, 163)","(406.8, 411.9, 249)","(411.9, 417.0, 51)","(391.5, 396.6, 1021)"
CANFINHOME,"(371.0, 389.7, 261)","(389.7, 408.4, 362)","(408.4, 427.1, 274)","(427.1, 445.8, 1100)","(445.8, 464.5, 434)","(464.5, 483.2, 2)","(483.2, 501.9, 114)","(501.9, 520.6, 547)","(520.6, 539.3, 418)","(539.3, 558.0, 197)","(427.1, 445.8, 1100)"
CANBK,"(226.0, 232.6, 66)","(232.6, 239.2, 33)","(239.2, 245.8, 286)","(245.8, 252.4, 423)","(252.4, 259.0, 691)","(259.0, 265.6, 819)","(265.6, 272.2, 498)","(272.2, 278.8, 257)","(278.8, 285.4, 465)","(285.4, 292.0, 180)","(259.0, 265.6, 819)"
CAPF,"(547.0, 560.3, 95)","(560.3, 573.6, 63)","(573.6, 586.9, 87)","(586.9, 600.2, 141)","(600.2, 613.5, 36)","(613.5, 626.8, 491)","(626.8, 640.1, 946)","(640.1, 653.4, 1335)","(653.4, 666.7, 438)","(666.7, 680.0, 75)","(640.1, 653.4, 1335)"
CAPLIPOINT,"(538.0, 547.1, 59)","(547.1, 556.2, 67)","(556.2, 565.3, 69)","(565.3, 574.4, 203)","(574.4, 583.5, 457)","(583.5, 592.6, 440)","(592.6, 601.7, 1064)","(601.7, 610.8, 824)","(610.8, 619.9, 144)","(619.9, 629.0, 41)","(592.6, 601.7, 1064)"
CARBORUNIV,"(332.0, 337.4, 117)","(337.4, 342.8, 198)","(342.8, 348.2, 554)","(348.2, 353.6, 420)","(353.6, 359.0, 265)","(359.0, 364.4, 791)","(364.4, 369.8, 561)","(369.8, 375.2, 410)","(375.2, 380.6, 88)","(380.6, 386.0, 8)","(359.0, 364.4, 791)"
CASTROLIND,"(172.0, 176.2, 95)","(176.2, 180.4, 294)","(180.4, 184.6, 242)","(184.6, 188.8, 71)","(188.8, 193.0, 29)","(193.0, 197.2, 301)","(197.2, 201.4, 566)","(201.4, 205.6, 1038)","(205.6, 209.8, 1014)","(209.8, 214.0, 54)","(201.4, 205.6, 1038)"
CEATLTD,"(1389.0, 1416.7, 108)","(1416.7, 1444.4, 320)","(1444.4, 1472.1, 168)","(1472.1, 1499.8, 148)","(1499.8, 1527.5, 345)","(1527.5, 1555.2, 669)","(1555.2, 1582.9, 407)","(1582.9, 1610.6, 884)","(1610.6, 1638.3, 443)","(1638.3, 1666.0, 215)","(1582.9, 1610.6, 884)"
CENTRALBK,"(63.0, 65.5, 136)","(65.5, 68.0, 221)","(68.0, 70.5, 1465)","(70.5, 73.0, 958)","(73.0, 75.5, 608)","(75.5, 78.0, 98)","(78.0, 80.5, 104)","(80.5, 83.0, 11)","(83.0, 85.5, 22)","(85.5, 88.0, 59)","(68.0, 70.5, 1465)"
CDSL,"(274.0, 278.0, 91)","(278.0, 282.0, 451)","(282.0, 286.0, 539)","(286.0, 290.0, 574)","(290.0, 294.0, 503)","(294.0, 298.0, 393)","(298.0, 302.0, 489)","(302.0, 306.0, 423)","(306.0, 310.0, 181)","(310.0, 314.0, 61)","(286.0, 290.0, 574)"
CENTURYPLY,"(268.0, 277.6, 27)","(277.6, 287.2, 8)","(287.2, 296.8, 2)","(296.8, 306.4, 267)","(306.4, 316.0, 576)","(316.0, 325.6, 788)","(325.6, 335.2, 803)","(335.2, 344.8, 392)","(344.8, 354.4, 701)","(354.4, 364.0, 136)","(325.6, 335.2, 803)"
CENTURYTEX,"(1053.0, 1075.1, 111)","(1075.1, 1097.2, 358)","(1097.2, 1119.3, 286)","(1119.3, 1141.4, 193)","(1141.4, 1163.5, 480)","(1163.5, 1185.6, 411)","(1185.6, 1207.7, 493)","(1207.7, 1229.8, 924)","(1229.8, 1251.9, 333)","(1251.9, 1274.0, 120)","(1207.7, 1229.8, 924)"
CERA,"(2866.0, 2928.5, 80)","(2928.5, 2991.0, 175)","(2991.0, 3053.5, 287)","(3053.5, 3116.0, 119)","(3116.0, 3178.5, 277)","(3178.5, 3241.0, 947)","(3241.0, 3303.5, 560)","(3303.5, 3366.0, 358)","(3366.0, 3428.5, 298)","(3428.5, 3491.0, 58)","(3178.5, 3241.0, 947)"
CHAMBLFERT,"(151.0, 156.9, 290)","(156.9, 162.8, 281)","(162.8, 168.7, 1304)","(168.7, 174.6, 378)","(174.6, 180.5, 347)","(180.5, 186.4, 201)","(186.4, 192.3, 147)","(192.3, 198.2, 344)","(198.2, 204.1, 298)","(204.1, 210.0, 112)","(162.8, 168.7, 1304)"
CHENNPETRO,"(289.0, 297.3, 310)","(297.3, 305.6, 368)","(305.6, 313.9, 146)","(313.9, 322.2, 241)","(322.2, 330.5, 586)","(330.5, 338.8, 625)","(338.8, 347.1, 829)","(347.1, 355.4, 283)","(355.4, 363.7, 305)","(363.7, 372.0, 13)","(338.8, 347.1, 829)"
CHOLAFIN,"(1372.0, 1410.9, 232)","(1410.9, 1449.8, 428)","(1449.8, 1488.7, 710)","(1488.7, 1527.6, 248)","(1527.6, 1566.5, 610)","(1566.5, 1605.4, 600)","(1605.4, 1644.3, 150)","(1644.3, 1683.2, 429)","(1683.2, 1722.1, 139)","(1722.1, 1761.0, 160)","(1449.8, 1488.7, 710)"
CIPLA,"(529.0, 538.3, 83)","(538.3, 547.6, 284)","(547.6, 556.9, 164)","(556.9, 566.2, 704)","(566.2, 575.5, 560)","(575.5, 584.8, 684)","(584.8, 594.1, 653)","(594.1, 603.4, 362)","(603.4, 612.7, 154)","(612.7, 622.0, 67)","(556.9, 566.2, 704)"
CUB,"(166.0, 168.8, 76)","(168.8, 171.6, 199)","(171.6, 174.4, 208)","(174.4, 177.2, 462)","(177.2, 180.0, 532)","(180.0, 182.8, 1179)","(182.8, 185.6, 409)","(185.6, 188.4, 348)","(188.4, 191.2, 272)","(191.2, 194.0, 9)","(180.0, 182.8, 1179)"
COALINDIA,"(258.0, 263.2, 55)","(263.2, 268.4, 213)","(268.4, 273.6, 811)","(273.6, 278.8, 708)","(278.8, 284.0, 503)","(284.0, 289.2, 495)","(289.2, 294.4, 458)","(294.4, 299.6, 152)","(299.6, 304.8, 121)","(304.8, 310.0, 192)","(268.4, 273.6, 811)"
COCHINSHIP,"(481.0, 487.4, 146)","(487.4, 493.8, 182)","(493.8, 500.2, 115)","(500.2, 506.6, 359)","(506.6, 513.0, 596)","(513.0, 519.4, 458)","(519.4, 525.8, 940)","(525.8, 532.2, 451)","(532.2, 538.6, 296)","(538.6, 545.0, 158)","(519.4, 525.8, 940)"
COFFEEDAY,"(288.0, 294.8, 187)","(294.8, 301.6, 467)","(301.6, 308.4, 1113)","(308.4, 315.2, 447)","(315.2, 322.0, 212)","(322.0, 328.8, 114)","(328.8, 335.6, 405)","(335.6, 342.4, 326)","(342.4, 349.2, 296)","(349.2, 356.0, 24)","(301.6, 308.4, 1113)"
COLPAL,"(1023.0, 1039.6, 398)","(1039.6, 1056.2, 858)","(1056.2, 1072.8, 115)","(1072.8, 1089.4, 164)","(1089.4, 1106.0, 1390)","(1106.0, 1122.6, 494)","(1122.6, 1139.2, 143)","(1139.2, 1155.8, 67)","(1155.8, 1172.4, 30)","(1172.4, 1189.0, 49)","(1089.4, 1106.0, 1390)"
CONCOR,"(1172.0, 1197.2, 328)","(1197.2, 1222.4, 209)","(1222.4, 1247.6, 571)","(1247.6, 1272.8, 543)","(1272.8, 1298.0, 359)","(1298.0, 1323.2, 369)","(1323.2, 1348.4, 398)","(1348.4, 1373.6, 385)","(1373.6, 1398.8, 336)","(1398.8, 1424.0, 212)","(1222.4, 1247.6, 571)"
COROMANDEL,"(434.0, 448.5, 289)","(448.5, 463.0, 530)","(463.0, 477.5, 106)","(477.5, 492.0, 254)","(492.0, 506.5, 86)","(506.5, 521.0, 666)","(521.0, 535.5, 1347)","(535.5, 550.0, 328)","(550.0, 564.5, 71)","(564.5, 579.0, 10)","(521.0, 535.5, 1347)"
COX%26KINGS,"(206.0, 211.4, 330)","(211.4, 216.8, 358)","(216.8, 222.2, 237)","(222.2, 227.6, 113)","(227.6, 233.0, 308)","(233.0, 238.4, 1068)","(238.4, 243.8, 453)","(243.8, 249.2, 218)","(249.2, 254.6, 414)","(254.6, 260.0, 151)","(233.0, 238.4, 1068)"
CROMPTON,"(219.0, 222.4, 85)","(222.4, 225.8, 257)","(225.8, 229.2, 603)","(229.2, 232.6, 877)","(232.6, 236.0, 961)","(236.0, 239.4, 446)","(239.4, 242.8, 198)","(242.8, 246.2, 102)","(246.2, 249.6, 162)","(249.6, 253.0, 12)","(232.6, 236.0, 961)"
CUMMINSIND,"(697.0, 707.8, 39)","(707.8, 718.6, 192)","(718.6, 729.4, 264)","(729.4, 740.2, 621)","(740.2, 751.0, 655)","(751.0, 761.8, 698)","(761.8, 772.6, 330)","(772.6, 783.4, 644)","(783.4, 794.2, 246)","(794.2, 805.0, 14)","(751.0, 761.8, 698)"
CYIENT,"(619.0, 645.8, 1196)","(645.8, 672.6, 863)","(672.6, 699.4, 322)","(699.4, 726.2, 160)","(726.2, 753.0, 173)","(753.0, 779.8, 136)","(779.8, 806.6, 57)","(806.6, 833.4, 492)","(833.4, 860.2, 209)","(860.2, 887.0, 91)","(619.0, 645.8, 1196)"
DBREALTY,"(44.0, 46.9, 317)","(46.9, 49.8, 133)","(49.8, 52.7, 418)","(52.7, 55.6, 663)","(55.6, 58.5, 776)","(58.5, 61.4, 364)","(61.4, 64.3, 485)","(64.3, 67.2, 357)","(67.2, 70.1, 99)","(70.1, 73.0, 24)","(55.6, 58.5, 776)"
DBCORP,"(255.0, 266.6, 47)","(266.6, 278.2, 259)","(278.2, 289.8, 109)","(289.8, 301.4, 614)","(301.4, 313.0, 620)","(313.0, 324.6, 1344)","(324.6, 336.2, 433)","(336.2, 347.8, 35)","(347.8, 359.4, 1)","(359.4, 371.0, 0)","(313.0, 324.6, 1344)"
DCBBANK,"(155.0, 160.0, 204)","(160.0, 165.0, 1145)","(165.0, 170.0, 209)","(170.0, 175.0, 265)","(175.0, 180.0, 199)","(180.0, 185.0, 45)","(185.0, 190.0, 158)","(190.0, 195.0, 697)","(195.0, 200.0, 696)","(200.0, 205.0, 87)","(160.0, 165.0, 1145)"
DCMSHRIRAM,"(238.0, 270.7, 453)","(270.7, 303.4, 311)","(303.4, 336.1, 211)","(336.1, 368.8, 105)","(368.8, 401.5, 121)","(401.5, 434.2, 480)","(434.2, 466.9, 1243)","(466.9, 499.6, 482)","(499.6, 532.3, 134)","(532.3, 565.0, 161)","(434.2, 466.9, 1243)"
DLF,"(198.0, 201.2, 77)","(201.2, 204.4, 316)","(204.4, 207.6, 456)","(207.6, 210.8, 305)","(210.8, 214.0, 504)","(214.0, 217.2, 1065)","(217.2, 220.4, 298)","(220.4, 223.6, 444)","(223.6, 226.8, 176)","(226.8, 230.0, 71)","(214.0, 217.2, 1065)"
DABUR,"(315.0, 321.8, 377)","(321.8, 328.6, 657)","(328.6, 335.4, 296)","(335.4, 342.2, 421)","(342.2, 349.0, 430)","(349.0, 355.8, 130)","(355.8, 362.6, 405)","(362.6, 369.4, 383)","(369.4, 376.2, 553)","(376.2, 383.0, 59)","(321.8, 328.6, 657)"
DEEPAKFERT,"(284.0, 295.3, 195)","(295.3, 306.6, 265)","(306.6, 317.9, 431)","(317.9, 329.2, 710)","(329.2, 340.5, 663)","(340.5, 351.8, 309)","(351.8, 363.1, 366)","(363.1, 374.4, 359)","(374.4, 385.7, 220)","(385.7, 397.0, 165)","(317.9, 329.2, 710)"
DELTACORP,"(220.0, 232.7, 141)","(232.7, 245.4, 345)","(245.4, 258.1, 395)","(258.1, 270.8, 228)","(270.8, 283.5, 1043)","(283.5, 296.2, 659)","(296.2, 308.9, 230)","(308.9, 321.6, 484)","(321.6, 334.3, 119)","(334.3, 347.0, 60)","(270.8, 283.5, 1043)"
DEN,"(85.0, 87.8, 116)","(87.8, 90.6, 148)","(90.6, 93.4, 440)","(93.4, 96.2, 385)","(96.2, 99.0, 232)","(99.0, 101.8, 570)","(101.8, 104.6, 773)","(104.6, 107.4, 646)","(107.4, 110.2, 267)","(110.2, 113.0, 81)","(101.8, 104.6, 773)"
DENABANK,"(16.0, 16.6, 102)","(16.6, 17.2, 59)","(17.2, 17.8, 91)","(17.8, 18.4, 200)","(18.4, 19.0, 894)","(19.0, 19.6, 1261)","(19.6, 20.2, 728)","(20.2, 20.8, 300)","(20.8, 21.4, 49)","(21.4, 22.0, 21)","(19.0, 19.6, 1261)"
DHFL,"(482.0, 501.8, 277)","(501.8, 521.6, 769)","(521.6, 541.4, 900)","(541.4, 561.2, 121)","(561.2, 581.0, 99)","(581.0, 600.8, 374)","(600.8, 620.6, 193)","(620.6, 640.4, 857)","(640.4, 660.2, 113)","(660.2, 680.0, 14)","(521.6, 541.4, 900)"
DBL,"(949.0, 978.8, 521)","(978.8, 1008.6, 679)","(1008.6, 1038.4, 75)","(1038.4, 1068.2, 2)","(1068.2, 1098.0, 58)","(1098.0, 1127.8, 122)","(1127.8, 1157.6, 1255)","(1157.6, 1187.4, 822)","(1187.4, 1217.2, 150)","(1217.2, 1247.0, 20)","(1127.8, 1157.6, 1255)"
DISHTV,"(64.0, 65.8, 46)","(65.8, 67.6, 692)","(67.6, 69.4, 160)","(69.4, 71.2, 422)","(71.2, 73.0, 737)","(73.0, 74.8, 401)","(74.8, 76.6, 620)","(76.6, 78.4, 340)","(78.4, 80.2, 252)","(80.2, 82.0, 36)","(71.2, 73.0, 737)"
DCAL,"(293.0, 302.3, 87)","(302.3, 311.6, 571)","(311.6, 320.9, 543)","(320.9, 330.2, 268)","(330.2, 339.5, 877)","(339.5, 348.8, 440)","(348.8, 358.1, 112)","(358.1, 367.4, 79)","(367.4, 376.7, 592)","(376.7, 386.0, 40)","(330.2, 339.5, 877)"
DIVISLAB,"(983.0, 1007.0, 251)","(1007.0, 1031.0, 195)","(1031.0, 1055.0, 204)","(1055.0, 1079.0, 137)","(1079.0, 1103.0, 583)","(1103.0, 1127.0, 386)","(1127.0, 1151.0, 254)","(1151.0, 1175.0, 444)","(1175.0, 1199.0, 1035)","(1199.0, 1223.0, 223)","(1175.0, 1199.0, 1035)"
DIXON,"(3134.0, 3214.1, 105)","(3214.1, 3294.2, 386)","(3294.2, 3374.3, 226)","(3374.3, 3454.4, 696)","(3454.4, 3534.5, 895)","(3534.5, 3614.6, 460)","(3614.6, 3694.7, 825)","(3694.7, 3774.8, 59)","(3774.8, 3854.9, 1)","(3854.9, 3935.0, 3)","(3454.4, 3534.5, 895)"
LALPATHLAB,"(806.0, 818.7, 31)","(818.7, 831.4, 224)","(831.4, 844.1, 412)","(844.1, 856.8, 671)","(856.8, 869.5, 282)","(869.5, 882.2, 1101)","(882.2, 894.9, 481)","(894.9, 907.6, 237)","(907.6, 920.3, 149)","(920.3, 933.0, 4)","(869.5, 882.2, 1101)"
DRREDDY,"(1961.0, 1987.2, 71)","(1987.2, 2013.4, 160)","(2013.4, 2039.6, 149)","(2039.6, 2065.8, 137)","(2065.8, 2092.0, 429)","(2092.0, 2118.2, 1048)","(2118.2, 2144.4, 911)","(2144.4, 2170.6, 358)","(2170.6, 2196.8, 303)","(2196.8, 2223.0, 144)","(2092.0, 2118.2, 1048)"
DREDGECORP,"(582.0, 595.3, 331)","(595.3, 608.6, 722)","(608.6, 621.9, 358)","(621.9, 635.2, 1164)","(635.2, 648.5, 220)","(648.5, 661.8, 324)","(661.8, 675.1, 350)","(675.1, 688.4, 127)","(688.4, 701.7, 94)","(701.7, 715.0, 13)","(621.9, 635.2, 1164)"
EIDPARRY,"(248.0, 254.5, 195)","(254.5, 261.0, 195)","(261.0, 267.5, 271)","(267.5, 274.0, 622)","(274.0, 280.5, 1207)","(280.5, 287.0, 423)","(287.0, 293.5, 127)","(293.5, 300.0, 328)","(300.0, 306.5, 223)","(306.5, 313.0, 62)","(274.0, 280.5, 1207)"
EIHOTEL,"(156.0, 161.7, 359)","(161.7, 167.4, 855)","(167.4, 173.1, 1011)","(173.1, 178.8, 428)","(178.8, 184.5, 201)","(184.5, 190.2, 404)","(190.2, 195.9, 241)","(195.9, 201.6, 78)","(201.6, 207.3, 54)","(207.3, 213.0, 12)","(167.4, 173.1, 1011)"
EDELWEISS,"(226.0, 235.8, 130)","(235.8, 245.6, 232)","(245.6, 255.4, 530)","(255.4, 265.2, 642)","(265.2, 275.0, 987)","(275.0, 284.8, 368)","(284.8, 294.6, 560)","(294.6, 304.4, 159)","(304.4, 314.2, 67)","(314.2, 324.0, 32)","(265.2, 275.0, 987)"
EICHERMOT,"(27369.0, 27855.8, 423)","(27855.8, 28342.6, 554)","(28342.6, 28829.4, 367)","(28829.4, 29316.2, 208)","(29316.2, 29803.0, 248)","(29803.0, 30289.8, 288)","(30289.8, 30776.6, 472)","(30776.6, 31263.4, 911)","(31263.4, 31750.2, 156)","(31750.2, 32237.0, 81)","(30776.6, 31263.4, 911)"
EMAMILTD,"(1005.0, 1024.5, 214)","(1024.5, 1044.0, 392)","(1044.0, 1063.5, 726)","(1063.5, 1083.0, 351)","(1083.0, 1102.5, 610)","(1102.5, 1122.0, 454)","(1122.0, 1141.5, 708)","(1141.5, 1161.0, 211)","(1161.0, 1180.5, 26)","(1180.5, 1200.0, 3)","(1044.0, 1063.5, 726)"
ENDURANCE,"(1150.0, 1171.3, 124)","(1171.3, 1192.6, 561)","(1192.6, 1213.9, 343)","(1213.9, 1235.2, 213)","(1235.2, 1256.5, 541)","(1256.5, 1277.8, 514)","(1277.8, 1299.1, 386)","(1299.1, 1320.4, 561)","(1320.4, 1341.7, 272)","(1341.7, 1363.0, 149)","(1171.3, 1192.6, 561)"
ENGINERSIN,"(145.0, 147.6, 69)","(147.6, 150.2, 157)","(150.2, 152.8, 191)","(152.8, 155.4, 831)","(155.4, 158.0, 831)","(158.0, 160.6, 302)","(160.6, 163.2, 532)","(163.2, 165.8, 540)","(165.8, 168.4, 219)","(168.4, 171.0, 33)","(152.8, 155.4, 831)"
EQUITAS,"(137.0, 140.5, 262)","(140.5, 144.0, 770)","(144.0, 147.5, 429)","(147.5, 151.0, 494)","(151.0, 154.5, 650)","(154.5, 158.0, 241)","(158.0, 161.5, 39)","(161.5, 165.0, 240)","(165.0, 168.5, 389)","(168.5, 172.0, 194)","(140.5, 144.0, 770)"
ERIS,"(715.0, 728.4, 31)","(728.4, 741.8, 194)","(741.8, 755.2, 153)","(755.2, 768.6, 161)","(768.6, 782.0, 540)","(782.0, 795.4, 713)","(795.4, 808.8, 1038)","(808.8, 822.2, 432)","(822.2, 835.6, 136)","(835.6, 849.0, 28)","(795.4, 808.8, 1038)"
EROSMEDIA,"(131.0, 137.6, 45)","(137.6, 144.2, 172)","(144.2, 150.8, 80)","(150.8, 157.4, 61)","(157.4, 164.0, 115)","(164.0, 170.6, 862)","(170.6, 177.2, 984)","(177.2, 183.8, 1165)","(183.8, 190.4, 143)","(190.4, 197.0, 73)","(177.2, 183.8, 1165)"
ESCORTS,"(792.0, 814.6, 186)","(814.6, 837.2, 453)","(837.2, 859.8, 558)","(859.8, 882.4, 160)","(882.4, 905.0, 427)","(905.0, 927.6, 168)","(927.6, 950.2, 448)","(950.2, 972.8, 725)","(972.8, 995.4, 523)","(995.4, 1018.0, 58)","(950.2, 972.8, 725)"
EVEREADY,"(260.0, 275.8, 269)","(275.8, 291.6, 224)","(291.6, 307.4, 350)","(307.4, 323.2, 344)","(323.2, 339.0, 182)","(339.0, 354.8, 1)","(354.8, 370.6, 467)","(370.6, 386.4, 1369)","(386.4, 402.2, 342)","(402.2, 418.0, 83)","(370.6, 386.4, 1369)"
EXIDEIND,"(202.0, 208.9, 169)","(208.9, 215.8, 564)","(215.8, 222.7, 503)","(222.7, 229.6, 118)","(229.6, 236.5, 262)","(236.5, 243.4, 701)","(243.4, 250.3, 765)","(250.3, 257.2, 156)","(257.2, 264.1, 379)","(264.1, 271.0, 87)","(243.4, 250.3, 765)"
FEDERALBNK,"(82.0, 84.3, 76)","(84.3, 86.6, 35)","(86.6, 88.9, 38)","(88.9, 91.2, 783)","(91.2, 93.5, 610)","(93.5, 95.8, 432)","(95.8, 98.1, 654)","(98.1, 100.4, 803)","(100.4, 102.7, 175)","(102.7, 105.0, 103)","(98.1, 100.4, 803)"
FINCABLES,"(618.0, 630.0, 92)","(630.0, 642.0, 120)","(642.0, 654.0, 153)","(654.0, 666.0, 222)","(666.0, 678.0, 122)","(678.0, 690.0, 854)","(690.0, 702.0, 1313)","(702.0, 714.0, 659)","(714.0, 726.0, 36)","(726.0, 738.0, 3)","(690.0, 702.0, 1313)"
FINPIPE,"(629.0, 634.0, 70)","(634.0, 639.0, 140)","(639.0, 644.0, 164)","(644.0, 649.0, 104)","(649.0, 654.0, 451)","(654.0, 659.0, 1027)","(659.0, 664.0, 892)","(664.0, 669.0, 214)","(669.0, 674.0, 189)","(674.0, 679.0, 47)","(654.0, 659.0, 1027)"
FSL,"(47.0, 49.8, 544)","(49.8, 52.6, 583)","(52.6, 55.4, 261)","(55.4, 58.2, 799)","(58.2, 61.0, 554)","(61.0, 63.8, 290)","(63.8, 66.6, 202)","(66.6, 69.4, 217)","(69.4, 72.2, 146)","(72.2, 75.0, 113)","(55.4, 58.2, 799)"
FCONSUMER,"(50.0, 51.3, 80)","(51.3, 52.6, 59)","(52.6, 53.9, 193)","(53.9, 55.2, 508)","(55.2, 56.5, 444)","(56.5, 57.8, 741)","(57.8, 59.1, 616)","(59.1, 60.4, 877)","(60.4, 61.7, 179)","(61.7, 63.0, 8)","(59.1, 60.4, 877)"
FLFL,"(380.0, 390.2, 268)","(390.2, 400.4, 332)","(400.4, 410.6, 397)","(410.6, 420.8, 440)","(420.8, 431.0, 489)","(431.0, 441.2, 464)","(441.2, 451.4, 566)","(451.4, 461.6, 453)","(461.6, 471.8, 79)","(471.8, 482.0, 74)","(441.2, 451.4, 566)"
GAIL,"(311.0, 315.1, 57)","(315.1, 319.2, 46)","(319.2, 323.3, 204)","(323.3, 327.4, 732)","(327.4, 331.5, 1078)","(331.5, 335.6, 827)","(335.6, 339.7, 127)","(339.7, 343.8, 458)","(343.8, 347.9, 165)","(347.9, 352.0, 16)","(327.4, 331.5, 1078)"
GEPIL,"(787.0, 805.8, 66)","(805.8, 824.6, 241)","(824.6, 843.4, 482)","(843.4, 862.2, 731)","(862.2, 881.0, 486)","(881.0, 899.8, 441)","(899.8, 918.6, 223)","(918.6, 937.4, 170)","(937.4, 956.2, 148)","(956.2, 975.0, 62)","(843.4, 862.2, 731)"
GET%26D,"(367.0, 372.0, 87)","(372.0, 377.0, 368)","(377.0, 382.0, 708)","(382.0, 387.0, 840)","(387.0, 392.0, 595)","(392.0, 397.0, 238)","(397.0, 402.0, 166)","(402.0, 407.0, 161)","(407.0, 412.0, 98)","(412.0, 417.0, 40)","(382.0, 387.0, 840)"
GHCL,"(256.0, 260.6, 59)","(260.6, 265.2, 137)","(265.2, 269.8, 503)","(269.8, 274.4, 638)","(274.4, 279.0, 918)","(279.0, 283.6, 544)","(283.6, 288.2, 508)","(288.2, 292.8, 275)","(292.8, 297.4, 100)","(297.4, 302.0, 19)","(274.4, 279.0, 918)"
GMRINFRA,"(16.0, 16.6, 10)","(16.6, 17.2, 240)","(17.2, 17.8, 677)","(17.8, 18.4, 543)","(18.4, 19.0, 469)","(19.0, 19.6, 120)","(19.6, 20.2, 922)","(20.2, 20.8, 596)","(20.8, 21.4, 128)","(21.4, 22.0, 1)","(19.6, 20.2, 922)"
GVKPIL,"(12.0, 12.6, 0)","(12.6, 13.2, 166)","(13.2, 13.8, 304)","(13.8, 14.4, 504)","(14.4, 15.0, 1033)","(15.0, 15.6, 751)","(15.6, 16.2, 527)","(16.2, 16.8, 347)","(16.8, 17.4, 65)","(17.4, 18.0, 2)","(14.4, 15.0, 1033)"
GDL,"(161.0, 166.4, 380)","(166.4, 171.8, 453)","(171.8, 177.2, 571)","(177.2, 182.6, 670)","(182.6, 188.0, 569)","(188.0, 193.4, 246)","(193.4, 198.8, 56)","(198.8, 204.2, 195)","(204.2, 209.6, 287)","(209.6, 215.0, 95)","(177.2, 182.6, 670)"
GATI,"(87.0, 92.0, 76)","(92.0, 97.0, 145)","(97.0, 102.0, 1618)","(102.0, 107.0, 661)","(107.0, 112.0, 344)","(112.0, 117.0, 539)","(117.0, 122.0, 228)","(122.0, 127.0, 41)","(127.0, 132.0, 43)","(132.0, 137.0, 10)","(97.0, 102.0, 1618)"
GICRE,"(673.0, 681.1, 128)","(681.1, 689.2, 40)","(689.2, 697.3, 329)","(697.3, 705.4, 1007)","(705.4, 713.5, 645)","(713.5, 721.6, 347)","(721.6, 729.7, 414)","(729.7, 737.8, 533)","(737.8, 745.9, 190)","(745.9, 754.0, 70)","(697.3, 705.4, 1007)"
GILLETTE,"(6332.0, 6368.6, 25)","(6368.6, 6405.2, 199)","(6405.2, 6441.8, 170)","(6441.8, 6478.4, 127)","(6478.4, 6515.0, 203)","(6515.0, 6551.6, 1359)","(6551.6, 6588.2, 399)","(6588.2, 6624.8, 266)","(6624.8, 6661.4, 59)","(6661.4, 6698.0, 1)","(6515.0, 6551.6, 1359)"
GSKCONS,"(5744.0, 5863.6, 78)","(5863.6, 5983.2, 1364)","(5983.2, 6102.8, 692)","(6102.8, 6222.4, 228)","(6222.4, 6342.0, 15)","(6342.0, 6461.6, 144)","(6461.6, 6581.2, 387)","(6581.2, 6700.8, 602)","(6700.8, 6820.4, 57)","(6820.4, 6940.0, 3)","(5863.6, 5983.2, 1364)"
GLAXO,"(2066.0, 2113.3, 69)","(2113.3, 2160.6, 294)","(2160.6, 2207.9, 241)","(2207.9, 2255.2, 407)","(2255.2, 2302.5, 759)","(2302.5, 2349.8, 826)","(2349.8, 2397.1, 522)","(2397.1, 2444.4, 372)","(2444.4, 2491.7, 19)","(2491.7, 2539.0, 1)","(2302.5, 2349.8, 826)"
GLENMARK,"(500.0, 509.0, 63)","(509.0, 518.0, 217)","(518.0, 527.0, 278)","(527.0, 536.0, 302)","(536.0, 545.0, 530)","(545.0, 554.0, 514)","(554.0, 563.0, 616)","(563.0, 572.0, 648)","(572.0, 581.0, 451)","(581.0, 590.0, 90)","(563.0, 572.0, 648)"
GODFRYPHLP,"(797.0, 810.3, 267)","(810.3, 823.6, 275)","(823.6, 836.9, 546)","(836.9, 850.2, 293)","(850.2, 863.5, 604)","(863.5, 876.8, 568)","(876.8, 890.1, 626)","(890.1, 903.4, 350)","(903.4, 916.7, 55)","(916.7, 930.0, 11)","(876.8, 890.1, 626)"
GODREJAGRO,"(621.0, 632.7, 20)","(632.7, 644.4, 458)","(644.4, 656.1, 570)","(656.1, 667.8, 427)","(667.8, 679.5, 336)","(679.5, 691.2, 269)","(691.2, 702.9, 774)","(702.9, 714.6, 544)","(714.6, 726.3, 208)","(726.3, 738.0, 96)","(691.2, 702.9, 774)"
